,Unnamed: 0,Unnamed: 0.1,ïid,time_spending,reasons_using,d_information,d_communication,d_new_friend,d_share,d_study,d_entainterment,number_friends,group_membership,siu_ingroup,informational_use,siu_1,siu_2,siu_3,entertainment_use,oep_1,political_efficacy,oep_2,oep_3,oep_4_data,oep_4,ofep_1,ofep_2,ofep_3,ofep_4,gender,age,barth_place,education,job,income,rural_urban_1,location,rural_urban_2,fav_party,SIU,three_usage,OEP,OFEP,supportNLD,supportUSDP,supportEthnicParty,supportOthersParty,age_group
194,194,194,195,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 300-1000 friends,"1, 2, 4",3,0.8,5,5,5,1.0,5,1.0,5,5,1,1,1,1,1,1,0,31,11,4,7,2,4,11,3.0,1,0.9375,0.91250002,0.8125,1.0,1,0,0,0,young
195,195,195,196,Between 1 Hour and 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 3000-5000 friends,"2, 3, 4",3,0.8,4,1,4,0.8,4,1.0,5,5,1,1,1,0,0,0,0,27,8,5,5,2,4,8,3.0,1,0.63749999,0.74583334,0.76249999,0.25,1,0,0,0,young
196,196,196,197,More than 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,"2, 3",2,0.6,1,1,1,1.0,5,0.2,3,1,1,1,0,0,0,0,1,21,13,0,1,1,1,13,1.0,1,0.27500001,0.625,0.51249999,0.0,1,0,0,0,young
197,197,197,198,More than 3 Hours,1,1,0,0,0,0,0,under 300 friends,2,1,0.8,5,4,5,1.0,5,1.0,5,3,1,1,0,0,0,0,0,29,10,0,5,2,3,10,1.0,1,0.76249999,0.85416669,0.71249998,0.0,1,0,0,0,young
198,198,198,199,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 300-1000 friends,2,1,1.0,4,1,5,0.8,3,0.2,1,1,"4, 2",2,0,0,0,1,0,20,13,4,1,1,1,13,1.0,1,0.5625,0.78750002,0.375,0.25,1,0,0,0,young
199,199,199,200,More than 3 Hours,"2, 5, 6",0,1,0,0,1,1,between 1000-3000 friends,"2, 3",2,0.8,5,2,5,1.0,4,0.8,3,3,1,1,1,0,0,0,0,23,10,4,1,2,1,10,1.0,1,0.72500002,0.8416667,0.5625,0.25,1,0,0,0,young
200,200,200,201,More than 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,"2, 3",2,1.0,5,5,5,1.0,4,0.8,5,5,3,1,0,0,0,1,0,39,10,4,5,1,1,10,1.0,3,0.875,0.95833331,0.76249999,0.25,0,0,1,0,medum
201,201,201,202,More than 3 Hours,"1, 5",1,0,0,0,1,0,under 300 friends,"1, 2, 3",3,0.8,2,1,5,0.4,1,0.4,2,1,2,1,0,0,0,0,0,50,7,5,7,5,1,13,1.0,4,0.58749998,0.5958333,0.26249999,0.0,0,0,0,1,older
202,202,202,203,More than 3 Hours,"2, 4, 5, 6",0,1,0,1,1,1,under 300 friends,3,1,0.8,5,3,5,1.0,5,0.8,4,4,3,1,1,0,0,0,0,16,2,3,1,1,3,2,2.0,1,0.71249998,0.83749998,0.71249998,0.25,1,0,0,0,young
203,203,203,204,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,under 300 friends,"1, 2, 3",3,1.0,5,3,5,0.8,5,1.0,5,5,"1, 3",2,0,0,0,0,0,38,13,4,4,4,1,13,1.0,1,0.83749998,0.87916666,0.875,0.0,1,0,0,0,medum
204,204,204,205,More than 3 Hours,1,1,0,0,0,0,0,between 1000-3000 friends,"1, 2, 3",3,0.8,4,2,4,0.8,4,0.2,3,2,2,1,1,1,1,1,0,28,10,4,4,2,1,10,1.0,1,0.6875,0.76249999,0.51249999,1.0,1,0,0,0,young
205,205,205,206,More than 3 Hours,"1, 2, 3, 4",1,1,1,1,0,0,between 300-1000 friends,"1, 3",2,0.8,5,4,4,1.0,3,0.2,5,3,2,1,0,0,0,0,1,31,9,4,7,2,4,9,3.0,2,0.77499998,0.85833335,0.61250001,0.0,0,1,0,0,young
206,206,206,207,Between 1 Hour and 3 Hours,"1, 4, 5",1,0,0,1,1,0,under 300 friends,3,1,1.0,1,1,1,0.2,2,0.2,4,1,2,1,1,0,0,1,1,25,13,3,5,1,3,13,3.0,4,0.21250001,0.47083333,0.41249999,0.5,0,0,0,1,young
207,207,207,208,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 300-1000 friends,"1, 2, 3, 4",4,0.8,5,4,5,1.0,4,0.6,4,3,1,1,1,0,0,0,0,23,1,4,7,4,1,10,1.0,1,0.94999999,0.91666669,0.61250001,0.25,1,0,0,0,young
208,208,208,209,More than 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,between 1000-3000 friends,"1, 2, 3, 4",4,1.0,5,4,4,0.8,4,0.8,5,4,1,1,1,0,0,0,0,24,1,4,5,4,1,13,1.0,1,0.89999998,0.89999998,0.71249998,0.25,1,0,0,0,young
209,209,209,210,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,under 300 friends,3,1,1.0,5,4,4,0.8,4,0.2,1,1,2,1,0,0,0,0,0,40,13,4,2,2,1,13,1.0,2,0.71249998,0.83749998,0.36250001,0.0,0,1,0,0,medum
210,210,210,211,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"1, 2, 3, 4",4,0.6,5,1,5,0.6,3,0.2,3,1,1,1,0,0,0,0,0,28,8,4,5,2,3,3,2.0,4,0.80000001,0.66666669,0.41249999,0.0,0,0,0,1,young
211,211,211,212,Less than 1 Hour,"1, 2",1,1,0,0,0,0,between 300-1000 friends,2,1,1.0,5,4,4,1.0,3,0.6,4,3,2,1,0,0,0,1,1,50,10,6,5,2,1,10,1.0,4,0.71249998,0.90416664,0.5625,0.25,0,0,0,1,older
212,212,212,213,More than 3 Hours,5,0,0,0,0,1,0,between 1000-3000 friends,3,1,0.8,4,5,5,0.8,5,0.2,3,4,2,1,1,0,0,0,0,23,8,4,4,2,1,10,1.0,1,0.76249999,0.78750002,0.66250002,0.25,1,0,0,0,young
213,213,213,214,More than 3 Hours,"1, 3, 4, 5, 6",1,0,1,1,1,1,between 3000-5000 friends,"2, 3",2,0.8,1,4,4,0.8,3,0.8,4,4,1,1,1,0,0,1,1,16,13,3,1,1,3,13,1.0,1,0.57499999,0.72500002,0.61250001,0.5,1,0,0,0,young
214,214,214,215,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,"2, 3",2,0.4,4,4,3,1.0,4,0.2,2,1,2,1,0,0,0,0,0,23,10,5,1,1,2,10,1.0,1,0.67500001,0.69166666,0.41249999,0.0,1,0,0,0,young
215,215,215,216,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"1, 2, 3, 4",4,0.6,3,2,5,0.8,5,0.8,3,3,2,1,0,0,0,0,1,24,10,0,1,1,1,10,1.0,1,0.75,0.71666664,0.61250001,0.0,1,0,0,0,young
216,216,216,217,Between 1 Hour and 3 Hours,"1, 5",1,0,0,0,1,0,under 300 friends,"1, 2",2,1.0,1,1,4,0.4,1,0.4,4,1,1,1,0,0,0,0,0,30,10,4,5,2,2,10,3.0,1,0.42500001,0.60833335,0.36250001,0.0,1,0,0,0,young
217,217,217,218,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 3000-5000 friends,"2, 3, 4",3,0.6,4,2,3,1.0,3,0.2,3,1,1,1,0,0,0,0,1,18,7,0,1,1,4,7,4.0,3,0.63749999,0.74583334,0.41249999,0.0,0,0,1,0,young
218,218,218,219,More than 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 1000-3000 friends,"1, 2, 3, 4",4,0.8,4,4,5,0.8,5,0.8,5,5,1,1,1,0,0,0,1,23,10,4,1,2,3,10,1.0,4,0.89999998,0.83333331,0.8125,0.25,0,0,0,1,young
219,219,219,220,More than 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,"1, 2, 3",3,0.8,4,1,4,1.0,4,0.8,4,4,1,1,0,1,0,1,0,26,12,4,7,4,3,12,1.0,1,0.63749999,0.8125,0.66250002,0.5,1,0,0,0,young
220,220,220,222,More than 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"1, 2, 4",3,0.8,4,1,4,1.0,1,0.8,3,3,1,1,0,0,0,0,0,36,8,4,5,2,3,10,1.0,1,0.63749999,0.8125,0.41249999,0.0,1,0,0,0,medum
221,221,221,223,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,1.0,5,2,5,0.8,4,0.4,4,4,1,1,0,0,0,0,0,33,14,4,4,5,1,13,1.0,1,0.85000002,0.88333333,0.66250002,0.0,1,0,0,0,medum
222,222,222,224,More than 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,3,1,0.8,1,1,4,1.0,4,0.2,4,4,1,1,0,0,0,0,0,33,9,4,7,5,4,3,1.0,1,0.36250001,0.72083336,0.66250002,0.0,1,0,0,0,medum
223,223,223,225,More than 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 300-1000 friends,"1, 2, 4",3,0.8,4,4,5,0.2,4,1.0,4,4,"1, 3",2,1,1,0,0,1,36,10,3,7,3,1,10,4.0,1,0.83749998,0.61250001,0.72500002,0.5,1,0,0,0,medum
224,224,224,226,Less than 1 Hour,"1, 2, 4, 5",1,1,0,1,1,0,under 300 friends,"1, 2, 3, 4",4,1.0,3,1,3,0.6,2,1.0,5,5,1,1,1,1,0,0,1,21,1,4,7,2,3,10,1.0,1,0.60000002,0.73333335,0.66250002,0.5,1,0,0,0,young
225,225,225,227,Between 1 Hour and 3 Hours,"1, 5, 6",1,0,0,0,1,1,under 300 friends,"1, 2, 3, 4",4,1.0,1,1,1,1.0,1,0.6,3,3,2,1,1,0,0,0,1,35,13,5,4,5,1,13,1.0,4,0.40000001,0.80000001,0.41249999,0.25,0,0,0,1,medum
226,226,226,228,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,"1, 2, 3",3,0.6,4,1,4,1.0,1,0.2,4,1,1,1,1,0,0,0,1,23,10,4,7,2,1,10,1.0,1,0.63749999,0.74583334,0.36250001,0.25,1,0,0,0,young
227,227,227,229,More than 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,3,1,0.4,1,1,4,1.0,1,0.2,1,4,1,1,0,0,0,1,0,40,13,4,7,2,1,13,,4,0.36250001,0.58749998,0.36250001,0.25,0,0,0,1,medum
228,228,228,230,More than 3 Hours,6,0,0,0,0,0,1,between 3000-5000 friends,"1, 2, 3, 4",4,0.6,3,2,4,1.0,3,0.6,4,4,1,1,1,0,0,0,1,30,10,5,5,2,3,7,1.0,4,0.69999999,0.76666665,0.61250001,0.25,0,0,0,1,young
229,229,229,231,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 1000-3000 friends,4,1,1.0,4,4,1,0.4,2,0.6,4,1,1,1,1,0,0,0,0,21,8,0,1,1,3,8,2.0,1,0.51249999,0.63749999,0.41249999,0.25,1,0,0,0,young
230,230,230,232,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 300-1000 friends,"1, 2, 3, 4",4,0.6,2,4,4,1.0,4,0.6,3,3,1,1,1,0,0,0,0,28,10,4,4,2,1,10,1.0,1,0.75,0.78333336,0.5625,0.25,1,0,0,0,young
231,231,231,233,More than 3 Hours,"1, 2, 4, 6",1,1,0,1,0,1,between 1000-3000 friends,"2, 3",2,0.8,3,1,4,1.0,5,0.2,3,3,1,1,1,0,0,0,1,21,5,0,4,2,3,5,1.0,1,0.52499998,0.77499998,0.61250001,0.25,1,0,0,0,young
232,232,232,234,More than 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,under 300 friends,"2, 3, 4",3,0.4,2,1,4,0.4,4,0.4,4,1,2,1,0,0,0,0,1,23,13,3,1,1,1,13,2.0,4,0.53750002,0.44583336,0.51249999,0.0,0,0,0,1,young
233,233,233,235,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 1000-3000 friends,"1, 2, 3, 4",4,0.6,5,1,4,0.8,4,0.6,3,4,2,1,1,0,0,0,0,22,10,5,1,1,3,10,1.0,1,0.75,0.71666664,0.61250001,0.25,1,0,0,0,young
234,234,234,236,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 300-1000 friends,2,1,0.6,5,1,5,1.0,1,0.2,1,1,2,1,1,0,0,0,0,27,10,5,5,2,1,10,1.0,1,0.61250001,0.73750001,0.21250001,0.25,1,0,0,0,young
235,235,235,237,Less than 1 Hour,"1, 2, 5",1,1,0,0,1,0,under 300 friends,"2, 3",2,1.0,5,1,5,0.4,2,0.2,4,2,2,1,0,0,0,0,0,44,6,5,5,2,1,13,3.0,1,0.67500001,0.69166666,0.46250001,0.0,1,0,0,0,medum
236,236,236,238,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 3000-5000 friends,"2, 3",2,1.0,5,3,4,0.8,5,0.8,4,3,2,1,1,1,1,0,0,22,5,4,1,1,3,1,1.0,1,0.72500002,0.8416667,0.66250002,0.75,1,0,0,0,young
237,237,237,239,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 300-1000 friends,2,1,0.4,2,1,5,0.2,1,0.4,4,4,1,1,0,0,0,0,0,45,10,5,5,2,3,8,2.0,1,0.46250001,0.35416666,0.51249999,0.0,1,0,0,0,medum
238,238,238,240,More than 3 Hours,6,0,0,0,0,0,1,between 1000-3000 friends,2,1,0.8,5,1,4,1.0,5,0.2,3,1,2,1,0,0,0,0,0,24,10,4,3,2,1,10,1.0,1,0.5625,0.78750002,0.51249999,0.0,1,0,0,0,young
239,239,239,241,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 300-1000 friends,"1, 2, 3, 4",4,1.0,4,4,5,0.8,4,0.8,4,3,2,1,1,0,0,0,0,37,13,5,5,2,3,5,1.0,1,0.89999998,0.89999998,0.61250001,0.25,1,0,0,0,medum
240,240,240,242,Less than 1 Hour,"1, 4",1,0,0,1,0,0,under 300 friends,"1, 2, 3, 4",4,0.8,4,1,5,0.2,5,0.8,4,4,1,1,1,0,0,0,0,24,5,4,7,3,3,14,2.0,1,0.75,0.58333331,0.71249998,0.25,1,0,0,0,young
241,241,241,243,Less than 1 Hour,"2, 4, 5",0,1,0,1,1,0,between 300-1000 friends,"1, 2, 3, 4",4,0.8,4,4,4,0.8,4,0.8,4,4,1,1,0,0,0,1,1,25,13,5,4,2,1,13,1.0,1,0.85000002,0.81666666,0.66250002,0.25,1,0,0,0,young
242,242,242,244,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 3000-5000 friends,"2, 3",2,0.2,5,1,2,1.0,4,0.2,4,1,2,1,0,0,0,0,0,29,13,4,5,2,1,3,1.0,4,0.52499998,0.57499999,0.51249999,0.0,0,0,0,1,young
243,243,243,245,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"2, 3, 4",3,1.0,5,4,5,1.0,5,1.0,5,5,1,1,0,0,0,1,0,35,13,4,4,4,1,13,2.0,1,0.88749999,0.96249998,0.8125,0.25,1,0,0,0,medum
244,244,244,246,More than 3 Hours,4,0,0,0,1,0,0,between 1000-3000 friends,4,1,0.6,3,3,5,1.0,4,0.8,4,4,1,1,1,0,0,0,0,34,9,4,5,2,3,11,1.0,1,0.61250001,0.73750001,0.66250002,0.25,1,0,0,0,medum
245,245,245,247,More than 3 Hours,"1, 5, 6",1,0,0,0,1,1,between 1000-3000 friends,4,1,1.0,5,5,2,1.0,5,1.0,5,5,3,1,1,0,0,1,1,25,10,4,5,2,4,10,1.0,1,0.66250002,0.88749999,0.8125,0.5,1,0,0,0,young
246,246,246,248,Less than 1 Hour,"1, 5, 6",1,0,0,0,1,1,between 300-1000 friends,"1, 3, 4",3,0.8,3,3,5,0.8,4,0.8,5,4,1,1,1,1,0,1,1,28,10,4,7,2,4,10,3.0,1,0.73750001,0.7791667,0.71249998,0.75,1,0,0,0,young
247,247,247,249,More than 3 Hours,"1, 2, 4, 6",1,1,0,1,0,1,between 1000-3000 friends,"1, 2, 3, 4",4,0.2,5,3,4,0.8,5,0.8,4,4,1,1,1,0,0,0,1,28,10,5,5,2,3,9,3.0,1,0.85000002,0.61666667,0.71249998,0.25,1,0,0,0,young
248,248,248,250,More than 3 Hours,"1, 6",1,0,0,0,0,1,between 300-1000 friends,"2, 3, 4",3,0.6,4,3,3,1.0,2,0.4,3,2,1,1,0,0,0,0,1,20,10,3,1,1,3,10,1.0,1,0.6875,0.76249999,0.41249999,0.0,1,0,0,0,young
249,249,249,251,More than 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,"1, 3",2,0.8,4,1,4,0.8,3,0.8,4,4,3,1,1,1,1,1,0,35,10,5,3,5,4,2,1.0,1,0.57499999,0.72500002,0.61250001,1.0,1,0,0,0,medum
250,250,250,252,Between 1 Hour and 3 Hours,"1, 2, 4, 6",1,1,0,1,0,1,between 3000-5000 friends,"1, 2, 3, 4",4,0.6,3,1,5,1.0,5,0.2,3,1,1,1,1,1,0,0,0,38,10,4,7,4,3,10,4.0,4,0.69999999,0.76666665,0.51249999,0.5,0,0,0,1,medum
251,251,251,253,More than 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,"1, 2, 3, 4",4,0.8,5,1,5,1.0,1,0.2,4,1,1,1,1,0,0,0,1,24,9,4,4,2,1,10,1.0,1,0.80000001,0.86666667,0.36250001,0.25,1,0,0,0,young
252,252,252,254,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"2, 3, 4",3,0.8,4,4,4,1.0,4,0.8,5,5,2,1,0,0,0,0,0,36,8,4,5,2,3,8,1.0,4,0.78750002,0.86250001,0.76249999,0.0,0,0,0,1,medum
253,253,253,255,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"2, 3, 4",3,0.6,4,2,4,1.0,4,0.4,3,3,1,1,0,0,1,0,1,32,10,5,4,3,1,10,2.0,1,0.6875,0.76249999,0.5625,0.25,1,0,0,0,medum
254,254,254,256,More than 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,"1, 2, 3, 4",4,0.8,4,3,5,1.0,5,0.4,5,4,2,1,1,1,0,0,1,23,1,4,4,2,3,1,1.0,1,0.85000002,0.88333333,0.76249999,0.5,1,0,0,0,young
255,255,255,257,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 1000-3000 friends,"1, 2, 4",3,0.6,3,4,3,1.0,5,0.6,1,3,"1, 2",2,0,0,0,1,0,27,10,4,6,2,1,8,2.0,4,0.6875,0.76249999,0.57499999,0.25,0,0,0,1,young
256,256,256,258,More than 3 Hours,"1, 2",1,1,0,0,0,0,under 300 friends,"1, 2, 3, 4",4,0.8,5,1,3,0.8,1,0.2,3,1,2,1,1,0,0,1,1,30,10,4,4,2,2,10,1.0,1,0.69999999,0.76666665,0.3125,0.5,1,0,0,0,young
257,257,257,259,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"1, 2, 3",3,0.8,5,2,3,0.6,3,0.6,3,3,1,1,0,0,0,1,0,50,9,4,5,2,2,10,2.0,1,0.6875,0.69583333,0.51249999,0.25,1,0,0,0,older
258,258,258,260,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 300-1000 friends,"2, 3, 4",3,0.8,5,3,4,0.8,4,1.0,4,4,2,1,1,0,0,0,0,45,7,5,5,2,1,13,1.0,3,0.78750002,0.79583335,0.66250002,0.25,0,0,1,0,medum
259,259,259,261,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 300-1000 friends,2,1,1.0,5,5,4,0.2,4,0.8,5,5,1,1,1,1,0,1,0,43,8,4,5,2,4,8,4.0,1,0.76249999,0.65416664,0.76249999,0.75,1,0,0,0,medum
260,260,260,262,More than 3 Hours,"1, 2",1,1,0,0,0,0,between 1000-3000 friends,"1, 2, 3, 4",4,0.6,5,3,5,0.6,3,0.6,5,1,1,1,0,0,0,0,0,19,2,0,1,1,3,2,3.0,4,0.89999998,0.69999999,0.51249999,0.0,0,0,0,1,young
261,261,261,263,Between 1 Hour and 3 Hours,"2, 5, 6",0,1,0,0,1,1,between 3000-5000 friends,"2, 3, 4",3,0.4,5,3,2,0.8,4,0.6,2,3,1,1,1,0,1,0,0,56,7,4,4,2,1,10,2.0,3,0.6875,0.62916666,0.51249999,0.5,0,0,1,0,older
262,262,262,264,Less than 1 Hour,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"2, 4",2,1.0,5,1,5,0.4,4,1.0,5,4,2,1,1,0,0,1,0,58,8,6,5,2,1,10,1.0,1,0.67500001,0.69166666,0.71249998,0.5,1,0,0,0,older
263,263,263,265,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 3000-5000 friends,"2, 3",2,0.2,4,2,5,0.6,2,0.2,5,1,2,1,0,0,0,0,0,22,9,4,1,1,3,9,1.0,1,0.67500001,0.49166667,0.46250001,0.0,1,0,0,0,young
264,264,264,266,Between 1 Hour and 3 Hours,"1, 4, 5, 6",1,0,0,1,1,1,between 3000-5000 friends,"2, 3, 4",3,1.0,3,3,5,1.0,5,0.8,4,4,3,1,1,0,0,0,1,46,13,4,5,3,3,10,1.0,1,0.73750001,0.91250002,0.71249998,0.25,1,0,0,0,medum
265,265,265,267,More than 3 Hours,6,0,0,0,0,0,1,under 300 friends,1,1,0.6,4,1,4,0.8,5,0.8,4,2,2,1,0,0,0,1,1,26,13,4,5,2,2,13,1.0,2,0.51249999,0.63749999,0.61250001,0.25,0,1,0,0,young
266,266,266,268,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,under 300 friends,"1, 2, 3, 4",4,0.6,4,2,4,0.8,4,0.6,4,3,2,1,1,0,0,0,0,20,12,0,1,1,1,13,3.0,1,0.75,0.71666664,0.61250001,0.25,1,0,0,0,young
267,267,267,269,More than 3 Hours,"1, 4, 5",1,0,0,1,1,0,under 300 friends,"1, 2, 4",3,0.4,3,1,5,0.2,1,0.2,5,1,1,1,1,1,1,0,1,24,11,4,7,2,3,11,1.0,1,0.63749999,0.41249999,0.41249999,0.75,1,0,0,0,young
268,268,268,270,More than 3 Hours,3,0,0,1,0,0,0,between 300-1000 friends,2,1,0.8,5,5,4,0.8,4,1.0,4,4,2,1,0,0,0,1,1,45,10,6,5,2,1,7,2.0,1,0.76249999,0.78750002,0.66250002,0.25,1,0,0,0,medum
269,269,269,271,More than 3 Hours,"1, 2, 4, 6",1,1,0,1,0,1,between 1000-3000 friends,"1, 2, 3, 4",4,0.8,5,1,4,1.0,5,0.8,4,4,1,1,1,0,0,0,1,35,10,5,5,2,1,13,1.0,1,0.75,0.85000002,0.71249998,0.25,1,0,0,0,medum
270,270,270,272,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,0.8,5,1,4,1.0,5,0.8,4,4,1,1,1,0,0,1,0,27,10,4,4,2,3,10,1.0,1,0.75,0.85000002,0.71249998,0.5,1,0,0,0,young
271,271,271,273,More than 3 Hours,"1, 2, 3, 4, 6",1,1,1,1,0,1,between 1000-3000 friends,"2, 3, 4",3,1.0,5,4,5,1.0,4,0.8,4,5,3,1,1,1,0,1,0,25,9,4,5,2,4,9,1.0,1,0.88749999,0.96249998,0.71249998,0.75,1,0,0,0,young
272,272,272,274,Less than 1 Hour,"1, 2",1,1,0,0,0,0,between 300-1000 friends,1,1,0.6,3,3,3,0.6,3,0.6,4,4,2,1,0,0,0,0,0,38,10,5,7,5,1,10,3.0,4,0.51249999,0.57083333,0.61250001,0.0,0,0,0,1,medum
273,273,273,275,Between 1 Hour and 3 Hours,"5, 6",0,0,0,0,1,1,between 3000-5000 friends,"1, 2",2,0.6,3,4,4,0.4,2,0.4,3,3,1,1,0,0,0,0,1,40,7,5,5,2,3,7,1.0,3,0.67500001,0.55833334,0.46250001,0.0,0,0,1,0,medum
274,274,274,276,Between 1 Hour and 3 Hours,"1, 4, 5, 6",1,0,0,1,1,1,between 3000-5000 friends,"2, 3, 4",3,1.0,5,4,5,0.4,3,0.2,5,1,2,1,1,0,0,0,0,19,10,3,1,1,1,10,2.0,4,0.88749999,0.76249999,0.51249999,0.25,0,0,0,1,young
275,275,275,277,More than 3 Hours,6,0,0,0,0,0,1,between 1000-3000 friends,"3, 4",2,0.8,4,5,4,1.0,5,0.6,1,1,2,1,0,0,0,0,1,23,8,5,1,1,3,8,1.0,1,0.77499998,0.85833335,0.41249999,0.0,1,0,0,0,young
276,276,276,278,Between 1 Hour and 3 Hours,"1, 5",1,0,0,0,1,0,between 3000-5000 friends,"1, 2, 3, 4",4,1.0,4,3,5,0.8,2,0.4,3,2,1,1,1,0,0,0,0,40,6,4,4,4,1,13,1.0,4,0.85000002,0.88333333,0.41249999,0.25,0,0,0,1,medum
277,277,277,279,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 1000-3000 friends,"1, 2, 4",3,0.8,5,3,4,1.0,3,0.2,3,1,1,1,1,0,0,0,1,30,8,5,6,2,3,10,1.0,4,0.78750002,0.86250001,0.41249999,0.25,0,0,0,1,young
278,278,278,280,Between 1 Hour and 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 300-1000 friends,"1, 2, 3",3,0.6,3,3,2,0.8,4,0.4,2,2,2,1,0,0,0,0,1,32,14,4,4,5,1,13,1.0,1,0.58749998,0.66249996,0.46250001,0.0,1,0,0,0,medum
279,279,279,281,More than 3 Hours,1,1,0,0,0,0,0,between 1000-3000 friends,"1, 2, 3, 4",4,1.0,4,4,5,0.8,4,0.6,5,5,3,1,1,1,0,1,0,30,10,5,5,2,1,10,1.0,1,0.89999998,0.89999998,0.76249999,0.75,1,0,0,0,young
280,280,280,282,More than 3 Hours,"1, 2, 3, 5, 6",1,1,1,0,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,1.0,5,5,4,0.4,2,0.6,4,2,"1, 2",2,1,0,0,0,1,24,10,4,7,1,1,10,1.0,1,0.94999999,0.7833333,0.52499998,0.25,1,0,0,0,young
281,281,281,283,Between 1 Hour and 3 Hours,"1, 5",1,0,0,0,1,0,between 300-1000 friends,"1, 2, 3, 4",4,0.6,4,1,3,0.4,3,1.0,4,1,1,1,0,0,0,0,1,16,5,3,1,1,2,10,1.0,2,0.64999998,0.55000001,0.46250001,0.0,0,1,0,0,young
282,282,282,284,More than 3 Hours,2,0,1,0,0,0,0,between 300-1000 friends,3,1,0.8,5,4,4,0.8,4,0.8,4,4,2,1,0,0,0,1,0,45,10,6,5,2,1,7,1.0,1,0.71249998,0.77083331,0.66250002,0.25,1,0,0,0,medum
283,283,283,285,Between 1 Hour and 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 300-1000 friends,"1, 2, 4",3,0.8,4,1,5,0.2,1,0.8,5,3,2,1,1,0,0,0,1,42,2,4,5,2,3,2,1.0,4,0.6875,0.5625,0.51249999,0.25,0,0,0,1,medum
284,284,284,286,More than 3 Hours,"1, 5",1,0,0,0,1,0,between 300-1000 friends,"1, 2, 3, 4",4,1.0,4,1,5,0.8,1,0.2,1,1,2,1,1,0,0,0,0,25,9,5,7,2,1,9,2.0,4,0.75,0.85000002,0.21250001,0.25,0,0,0,1,young
